Location Name,Area,Country,URL,Type of Beach,Lifeguard Service,Dogs Friendly Beach?,Activities,Facilities,Nearest Town,Postcode,OS Grid Ref,Water Quality
White Strand (Miltown Malbay),,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-clare/white-strand-miltown-malbay.htm,Sandy,Yes,Dogs allowed,"Swimming/bathing
Surfing",Shop,Miltown Malbay,,,no data
Youghal Claycastle,,Ireland,https://www.thebeachguide.co.uk/republic-of-ireland/county-cork/youghal-claycastle.htm,Sandy,Yes,Dogs required to be on a leash and dog fouling removed.,Swimming/bathing,Town centre nearby,Youghal,,,no data
Shoeburyness,,England,https://www.thebeachguide.co.uk/south-east-england/essex/shoeburyness.htm,Shoebury Common,Sand & shingle,No,"Jet-skiing
Kite surfing
Wind surfing",Promenade,Southend on Sea,SS3 9HG,TQ 9272 8405,5 star
Thorpe Bay,,England,https://www.thebeachguide.co.uk/south-east-england/essex/southend-thorpe-bay.htm,Southend - Thorpe Bay,Sandy,Yes,Swimming/bathing,Promenade,Southend on sea,SS1 3BA,TQ 9122 8464,5 star
Shoebury East,,England,https://www.thebeachguide.co.uk/south-east-england/essex/shoebury-east.htm,Sand & pebble,No,Dog restrictions apply and there is a dog exercise area.,"Kite surfing
Wind surfing",Slipway,Southend on Sea,SS3 9SG,TQ 9462 8515,5 star
Three Shells (Southend),,England,https://www.thebeachguide.co.uk/south-east-england/essex/three-shells-southend.htm,Sandy,Yes,Dog restrictions apply.,Shop,Shop,Southend on Sea,SS1 1EE,TQ 8825 8504,5 star
Southend - Westcliff Bay,,England,https://www.thebeachguide.co.uk/south-east-england/essex/southend-westcliff-bay.htm,Sandy,Yes,Dogs are not allowed on the beach from the beginning of May to the end of September. ,Swimming/bathing,Deck chair hire,Southend on Sea,SS0 8FE,TQ 8657 8519,5 star
Brightlingsea,,England,https://www.thebeachguide.co.uk/south-east-england/essex/brightlingsea.htm,Sandy,Yes,"Dogs are not allowed on the beach from 1st May - 30th September.
(From West Marsh Point covering the paddling pool area and both beaches east of pool.)","Jet-skiing
Sailing
Swimming/bathing",Beach hut hire,Brightlingsea,CO7 0HH,TM 0779 1621,5 star
Walton-on-the-Naze,,England,https://www.thebeachguide.co.uk/south-east-england/essex/walton-on-the-naze.htm,Sandy,Yes,Dog are banned from areas the beach from 1 May to 30 September. These areas are; from the Pier to end of The Parade opposite Suffolk Street and North east from Percival Road to Naze Park Road.,"Amusement arcade
Good fishing
Kite surfing
Sailing
Wind surfing",Pier,Colchester,CO14 8EA,TM 2542 2143,5 star
Dovercourt Bay,,England,https://www.thebeachguide.co.uk/south-east-england/essex/dovercourt-bay.htm,Sandy,Yes,"Dogs are banned from certain parts of the beach from 1 May to 30 September inclusive.
(From Mill Lane subway to end of promenade at Spa Cabins and from slipway south west of Swimming Pool, to upper Lighthouse, south west of Beach Road.)","Jet-skiing
Sailing
Swimming/bathing
Wind surfing",Disabled facilities,Harwich,CO12 3SS,TM 2515 3061,5 star
Felixstowe South,,England,https://www.thebeachguide.co.uk/south-east-england/suffolk/south-felixstowe.htm,Sand & shingle,No,We do not have information on this beach but restrictions may apply (usually from Easter until the end of Summer),"Good fishing
Sailing
Swimming/bathing
Wind surfing",Pier,Felixstowe,IP11 2DF,TM 2957 3340,5 star
Sea Palling,,England,https://www.thebeachguide.co.uk/south-east-england/norfolk/sea-palling.htm,Sandy,Yes,Dogs are not allowed on a small area of beach in front of the main car park (Clink Road) between May 1st and September 30th.,"Amusement arcade
Kayaking/canoeing
Jet-skiing
Swimming/bathing
Surfing
Wind surfing",Slipway,Norwich,NR12 0UH,TG 4296 2738,5 star
Mundesley,,England,https://www.thebeachguide.co.uk/south-east-england/norfolk/mundesley.htm,Sandy,Yes,Dogs are banned from most of the beach between 1 May and 30 September,"Kayaking/canoeing
Good fishing
Swimming/bathing
Surfing",Shop,North Walsham,NR11 8BQ,TG 3173 3653,5 star
Cromer,,England,https://www.thebeachguide.co.uk/south-east-england/norfolk/cromer.htm,Sand & shingle,Yes,We do not have information on this beach but restrictions may apply (usually from Easter until the end of Summer),"Kayaking/canoeing
Good fishing
Swimming/bathing
Surfing",Pier,Cromer,NR27 9HP,TG 2197 4236,5 star
East Runton,,England,https://www.thebeachguide.co.uk/south-east-england/norfolk/east-runton.htm,Sandy,Yes,Dogs allowed,"Kite surfing
Rock pooling
Surfing
Wind surfing",Slipway,Cromer,TG 2014 4280,TG 2014 4280,no data
West Runton,,England,https://www.thebeachguide.co.uk/south-east-england/norfolk/west-runton.htm,Sandy,Yes,Dogs are banned on the section to the east of the slipway from May 1st through to September 30th,"Diving & snorkelling
Kite surfing
Rock pooling
Surfing
Wind surfing",Slipway,Cromer,NR27 9QP,TG 1846 4320,no data
Sheringham,,England,https://www.thebeachguide.co.uk/south-east-england/norfolk/sheringham.htm,Sand & rock,Yes,Dogs are not allowed on the main section of beach in front of the town between 1st May and 30th September,"Swimming/bathing
Surfing",Beach hut hire,Sheringham,NR26 8BW,TG 1604 4349,5 star
Skegness,,England,https://www.thebeachguide.co.uk/north-east-england/lincolnshire/skegness.htm,Sandy,Yes,Dogs are banned from 1st May to 30th September and must be kept on leads in all adjacent areas.,"Kayaking/canoeing
Crazy golf/putting
Sailing
Swimming/bathing
Surfing",Slipway,Skegness,PE25 2UE,TF 5732 6342,5 star
Sutton-on-Sea,,England,https://www.thebeachguide.co.uk/north-east-england/lincolnshire/sutton-on-sea.htm,Sandy,Yes,Dogs are not allowed on the Central beach from 1st May to 30th September and must be kept on leads in all adjacent areas.,"Crazy golf/putting
Swimming/bathing",First aid point,Mablethorpe,LN12 2ET,TF 5237 8207,5 star
Mablethorpe Town,,England,https://www.thebeachguide.co.uk/north-east-england/lincolnshire/mablethorpe-town.htm,Sandy,Yes,Dogs are not allowed on the central section of beach between May the 1st to September the 30th. There are signs to show where you can let your dog on the beach during these dates,"Amusement arcade
Kayaking/canoeing
Crazy golf/putting
Donkey rides
Sailing
Wind surfing",Promenade,Mablethorpe,LN12 1AA,TF 5092 8537,5 star
Hornsea,,England,https://www.thebeachguide.co.uk/north-east-england/yorkshire/hornsea.htm,Sand & shingle,Yes,Dogs are not allowed on the beach from May 1st to September 30th,"Kayaking/canoeing
Jet-skiing
Sailing
Swimming/bathing
Wind surfing",Promenade,Hornsea,HU18 1PZ,TA 2106 4775,5 star
Scarborough North Bay,,England,https://www.thebeachguide.co.uk/north-east-england/yorkshire/north-bay-scarborough.htm,Sandy,Yes,Dogs are not allowed on much of the beach from May 1st to September 30th,"Crazy golf/putting
Jet-skiing
Swimming/bathing
Surfing",Slipway,Scarborough,YO12 7TP,TA 0388 8982,5 star
Whitby,,England,https://www.thebeachguide.co.uk/north-east-england/yorkshire/whitby.htm,West Cliff,Sandy,Yes,"Sailing
Swimming/bathing
Surfing",Slipway,Whitby,YO21 3EN,NZ 8941 1158,5 star
Saltburn,,England,https://www.thebeachguide.co.uk/north-east-england/yorkshire/saltburn.htm,Sand & shingle,Yes,Dogs allowed,"Kayaking/canoeing
Jet-skiing
Swimming/bathing
Surfing
Wind surfing",Pier,Redcar,TS12 1HQ,NZ 6676 2173,2 star
Roker (Whitburn South),,England,https://www.thebeachguide.co.uk/north-east-england/tyne-and-wear/roker.htm,Sandy,Yes,Dogs are restricted to certain areas of this beach.,"Kayaking/canoeing
Jet-skiing
Sailing
Wind surfing",Slipway,Sunderland,SR6 9NA,NZ 4084 5906,4 star
Seaburn Beach (Whitburn North),,England,https://www.thebeachguide.co.uk/north-east-england/tyne-and-wear/seaburn-beach.htm,Sandy,Yes,Dogs are not allowed on certain parts of the beach from May - September.,"Kayaking/canoeing
Sailing
Swimming/bathing
Surfing
Wind surfing",Promenade,Sunderland,SR6 8AB,NZ 4073 6039,4 star
King Edwards Bay (Tynemouth),,England,https://www.thebeachguide.co.uk/north-east-england/tyne-and-wear/king-edwards-bay-tynemouth.htm,Short Sands,Sandy,Yes,"Diving & snorkelling
Good fishing
Swimming/bathing
Surfing",Shop,Tynemouth,NE30 4BZ,NZ 3723 6956,5 star
Long Sands South Tynemouth,,England,https://www.thebeachguide.co.uk/north-east-england/tyne-and-wear/long-sands-south.htm,Sandy,Yes,Dogs are banned from 1st May to 30th September. Dog bins are provided at the beach.,"Kayaking/canoeing
Diving & snorkelling
Good fishing
Swimming/bathing
Surfing
Wind surfing",Shop,Tynemouth,NE30 4JS,NZ 3695 7008,5 star
Cleethorpes,,England,https://www.thebeachguide.co.uk/north-east-england/lincolnshire/cleethorpes.htm,Sandy,Yes,Dogs restricted.,"Kayaking/canoeing
Jet-skiing
Sailing
Swimming/bathing
Wind surfing",Pier,Grimsby,DN35 8RH,TA 3111 0854,5 star
