name,address,town,district,city,state,postal code,telephone,email,remarks
Subham Electricals,"P.O.-Nigahi,Main Road,Sabji Mandi","Navanagar, Nigahi",SINGRAULI,SINGRAULI-MP,MADHYA PRADESH,486884,9.19589E+11,shubhamelectrical666@gmail.com,"P.O.-Nigahi,Main Road,Sabji Mandi,Navanagar, Nigahi"
Shree Ram Enterprises,"7, 1 , Shree Ram Enterprises , Pragati Nagar ,","Gandharwapuri Phata , Sonkatch",DEWAS,SONKUTCH-MP,MADHYA PRADESH,455118,9425367636,Devendrapatidar017@gmail.com,"7, 1 , Shree Ram Enterprises , Pragati Nagar ,,Gandharwapuri Phata , Sonkatch"
Vaibhav Machinery Stores,"0, Bahri, Bahri, Sidhi, Madhya Pradesh, 486661",,SIDHI,SIDHI-MP,MADHYA PRADESH,486675,7999698497,Jitendragautam89@gmail.com,"0, Bahri, Bahri, Sidhi, Madhya Pradesh, 486661,"
Anjali Enterprises,"Ist Floor,Beside Vindhya Chember of Commerce",Mukhtiyargang,SATNA,SATNA-MP,MADHYA PRADESH,485001,9.19893E+11,manoj.pandey063@gmail.com,"Ist Floor,Beside Vindhya Chember of Commerce,Mukhtiyargang"
Shankar Agency,"Khermai Road,Beside Amul ICE Factory",,SATNA,SATNA-MP,MADHYA PRADESH,485001,9.19827E+11,shankaragency01@gmail.com,"Khermai Road,Beside Amul ICE Factory,"
JMD Electricals And Home Appli,Behind Delhi UPMP Transport,"Bansnaka, Tikuriya Tola",SATNA,SATNA-MP,MADHYA PRADESH,485001,9.19407E+11,jmd.fans@rediffmail.com,"Behind Delhi UPMP Transport,Bansnaka, Tikuriya Tola"
Meghal Enterprises,"Ground Floor Meghal Enterprises , Kanta Parkh Gali",Near X-mla Mr.shankar Lal Tiwari Residen,SATNA,SATNA-MP,MADHYA PRADESH,485001,7000337540,Meghalenterprises25@gmail.com,"Ground Floor Meghal Enterprises , Kanta Parkh Gali,Near X-mla Mr.shankar Lal Tiwari Residen"
Flame Lite,"12, Palika Bazar,Opp.Choupati",,MANDLA,MANDLA-MP,MADHYA PRADESH,481661,9.19426E+11,mintu1112@gmail.com,"12, Palika Bazar,Opp.Choupati,"
M.K. Enterprises,Super Market,,MANDLA,MANDLA-MP,MADHYA PRADESH,481661,9.19425E+11,vikaschhatri66@gmail.com,"Super Market,"
M.K. Enterprises,Super Market,,MANDLA,MANDLA-MP,MADHYA PRADESH,481661,9.19425E+11,vikaschhatri66@gmail.com,"Super Market,"
Naraliya Enterprises,"24, Namak Mandi",,UJJAIN,UJJAIN-MP,MADHYA PRADESH,456006,9.1812E+11,mahakaal32@yahoo.co.in,"24, Namak Mandi,"
Sankhala Electricals,"111-112,New Road,Sankhala Complex",,UJJAIN,UJJAIN-MP,MADHYA PRADESH,456006,9.19828E+11,sankhalaelectricals.havells@gmail.com,"111-112,New Road,Sankhala Complex,"
Sankhala Electricals,"111-112,New Road,Sankhala Complex",,UJJAIN,UJJAIN-MP,MADHYA PRADESH,456006,9.19828E+11,sankhalaelectricals.havells@gmail.com,"111-112,New Road,Sankhala Complex,"
Arvind Traders,"22, Arvind Traders, Kamla Nehru Marg","Freeganj, Ujjain",UJJAIN,UJJAIN-MP,MADHYA PRADESH,456001,9977281811,Myidea_arvind@yahoo.in,"22, Arvind Traders, Kamla Nehru Marg,Freeganj, Ujjain"
Prabha Electrical,"Ward No 5, Harda Road",Timarani,HARDA,TIMARNI-MP,MADHYA PRADESH,461228,7697241143,somil112@gmail.com,"Ward No 5, Harda Road,Timarani"
Gupta Electrical And Electroni,"Shop No.22, Chun Kumari Stadium",Waidhan,SIDHI,WAIDHAN-MP,MADHYA PRADESH,486886,9.19894E+11,riteshkumarg93@gmail.com,"Shop No.22, Chun Kumari Stadium,Waidhan"
Mittal Electrical And Repairin,"TALI, Waidhan",,SIDHI,WAIDHAN-MP,MADHYA PRADESH,486886,9.19425E+11,mittalelectric@rediffmail.com,"TALI, Waidhan,"
Naman Electricals,"Opp. Bank of Baroda,Thangal Bazar",,IMPHAL,IMPHAL-MN,MANIPUR,795001,9.19862E+11,manishmonikanaman@gmail.com,"Opp. Bank of Baroda,Thangal Bazar,"
Naman Electricals,"Opp. Bank of Baroda,Thangal Bazar",,IMPHAL,IMPHAL-MN,MANIPUR,795001,9.19862E+11,manishmonikanaman@gmail.com,"Opp. Bank of Baroda,Thangal Bazar,"
Ranjit Electrical Store,B.T. Road,,IMPHAL,IMPHAL-MN,MANIPUR,795001,9.18974E+11,tayenjamranjit@gmail.com,"B.T. Road,"
Vishal Associates,Thangal Bazar,,IMPHAL,IMPHAL-MN,MANIPUR,795001,9.19436E+11,rkb_akj@yahoo.in,"Thangal Bazar,"
Vishal Associates,Thangal Bazar,,IMPHAL,IMPHAL-MN,MANIPUR,795001,9.19436E+11,rkb_akj@yahoo.in,"Thangal Bazar,"
Raju Electricals,"Ground, 02,Pratap Gali, Paona Bazar",,IMPHAL,IMPHAL-MN,MANIPUR,795001,9.19436E+11,ron90ss@gmail.com,"Ground, 02,Pratap Gali, Paona Bazar,"
Fancy Electronics,"Mission Veng Bazar,",,AIZAWL,AIZAWL-MZ,MIZORAM,796001,9.19436E+11,vlacylo@gmail.com,"Mission Veng Bazar,,"
Eastern Electricals,"A-26, Bca Building, Lower Zarkawt",,AIZAWL,AIZAWL-MZ,MIZORAM,796001,9.19436E+11,eastern_el@yahoo.com,"A-26, Bca Building, Lower Zarkawt,"
Eastern Electricals,"A-26, Bca Building, Lower Zarkawt",,AIZAWL,AIZAWL-MZ,MIZORAM,796001,9.19436E+11,eastern_el@yahoo.com,"A-26, Bca Building, Lower Zarkawt,"
Z.M. Enterprise,"Peter Street, Sikulpuikawn",,AIZAWL,AIZAWL-MZ,MIZORAM,796001,9.19862E+11,zonunmoii@gmail.com,"Peter Street, Sikulpuikawn,"
Fancy Electronics,"Mission Veng Bazar,",,AIZAWL,AIZAWL-MZ,MIZORAM,796001,9.19436E+11,vlacylo@gmail.com,"Mission Veng Bazar,,"
LBS Electricals,"C/3-6, Near Traffic Point",Bawngkawn,AIZAWL,BAWNGKAWN-MZ,MIZORAM,796014,9.19613E+11,nunengalbs@gmail.com,"C/3-6, Near Traffic Point,Bawngkawn"
LP Electricals,"G/9, Ground Floor",Chanmari,AIZAWL,CHANDMARY-MZ,MIZORAM,796007,9.19862E+11,lpelectricals@rediffmail.com,"G/9, Ground Floor,Chanmari"
Liandal Enterprise,"Chanmari - 1, Lunglei",,LUNGLEI,LUNGLEI-MZ,MIZORAM,796701,9.19436E+11,samsonpl@yahoo.com,"Chanmari - 1, Lunglei,"
Liandal Enterprise,"Chanmari - 1, Lunglei",,LUNGLEI,LUNGLEI-MZ,MIZORAM,796701,9.19436E+11,samsonpl@yahoo.com,"Chanmari - 1, Lunglei,"
Rohlu Enterprise,"H No. 561, Ramthar",,LUNGLEI,LUNGLEI-MZ,MIZORAM,796701,9.18257E+11,khiangtepeka1@gmail.com,"H No. 561, Ramthar,"
Navrang Electronics,Banskuli,,VIDISHA,VIDISHA-MP,MADHYA PRADESH,464001,9.19893E+11,neerajnavrang@gmail.com,"Banskuli,"
Ravindra Enterprises,"Ward No.01, Begum Bagh,Mandi By Pass Road",,VIDISHA,VIDISHA-MP,MADHYA PRADESH,464228,9.19617E+11,sanchit.4@gmail.com,"Ward No.01, Begum Bagh,Mandi By Pass Road,"
Acharya Traders,"01,Near Gandhi Chouk, Main Road, Pathari",Khari Pathak Near Hanuman Tmpl Au Bank,VIDISHA,VIDISHA-MP,MADHYA PRADESH,464337,9111111465,Shivkant.acharya@gmail.com,"01,Near Gandhi Chouk, Main Road, Pathari,Khari Pathak Near Hanuman Tmpl Au Bank"
Megh Light,Iawmusiang,P.O. Jowai,JAINTIA HILLS,JAINTIA HILLS-ML,MEGHALAYA,793150,9.19863E+11,ashutoshsingh29sep@gmail.com,"Iawmusiang,P.O. Jowai"
Khliehriat Light House,"124, Kyrmenlang Wahlang Building ,","Sutnga Jalaphet,",JAINTIA HILLS,JAINTIA HILLS-ML,MEGHALAYA,793200,9862223388,Khliehriatlighthouse@gmail.com,"124, Kyrmenlang Wahlang Building ,,Sutnga Jalaphet,"
L. T. Enterprise,"YE-06(C), Chaltlang, Dawrkawn",,AIZAWL,RAMHLUN-MZ,MIZORAM,796012,9.18794E+11,thanpuia81@gmail.com,"YE-06(C), Chaltlang, Dawrkawn,"
Ri Bhoi Home Care Centre,"Nongpoh Proper, Sajer,",Near Punjab National Bank,RI BHOI,NONGPOH-ML,MEGHALAYA,793102,9366874461,Davidkharsati@yahoo.com,"Nongpoh Proper, Sajer,,Near Punjab National Bank"
Khandelwal Enterprises,"Main Market, Gandhi Chowk, Umaria",,UMARIA,UMARIA-MP,MADHYA PRADESH,484661,9425183624,Mk83624@gmail.com,"Main Market, Gandhi Chowk, Umaria,"
Bharat Telecom,"H.No. 20, Circular Road",Tura,WEST GARO HILLS,TURA-ML,MEGHALAYA,794001,9.17005E+11,bharat.telecom459@gmail.com,"H.No. 20, Circular Road,Tura"
BankaS,"Luckier Road, Garikhana",,EAST KHASI HILLS,SHILLONG-ML,MEGHALAYA,793002,9.19863E+11,vicky.banka@gmail.com,"Luckier Road, Garikhana,"
BankaS,"Luckier Road, Garikhana",,EAST KHASI HILLS,SHILLONG-ML,MEGHALAYA,793002,9.19863E+11,vicky.banka@gmail.com,"Luckier Road, Garikhana,"
Kharsyntiew Industries,"Industrial Estate, Meghalaya",,EAST KHASI HILLS,SHILLONG-ML,MEGHALAYA,793001,9.19436E+11,kharsyntiewindustries@yahoo.com,"Industrial Estate, Meghalaya,"
R. Electrical,"Crescent Plaza, G.S. Road,Police Bazar",,EAST KHASI HILLS,SHILLONG-ML,MEGHALAYA,793001,9.19863E+11,rdp65419@yahoo.co.in,"Crescent Plaza, G.S. Road,Police Bazar,"
Vikash Enterprises,"Salonsar Mansion Basement,","Next To Hotel Pegasus Cross,Police Bazar",EAST KHASI HILLS,SHILLONG-ML,MEGHALAYA,793001,9.19436E+11,vikash.enterprise@gmail.com,"Salonsar Mansion Basement,,Next To Hotel Pegasus Cross,Police Bazar"
Sheela Electronics,"Door, Hallidayganj","West Garo Hills,",WEST GARO HILLS,FULBARI-ML,MEGHALAYA,794104,8011186780,Paulbapan80@gmail.com,"Door, Hallidayganj,West Garo Hills,"
Karai Electricals,"28,Kamarjar Salai",,KARAIKAL,KARAIKAL-PY,PUDUCHERRY,609602,9.19443E+11,karaielectricals@gmail.com,"28,Kamarjar Salai,"
National Electricals,"No441,Bharathiar Road",Chandra Complex,KARAIKAL,KARAIKAL-PY,PUDUCHERRY,609602,9.19844E+11,nationalelectricalskkl@gmail.com,"No441,Bharathiar Road,Chandra Complex"
PSR Electricals,"106, Bharathiyar Street",,KARAIKAL,KARAIKAL-PY,PUDUCHERRY,609602,9.19444E+11,psrelectricalss@gmail.com,"106, Bharathiyar Street,"
Indira Electrical And Applianc,"91/1, Church Street ,",,KARAIKAL,KARAIKAL-PY,PUDUCHERRY,609602,9.19843E+11,indira.prakash71@gmail.com,"91/1, Church Street ,,"
Indira Electrical And Applianc,"91/1, Church Street ,",,KARAIKAL,KARAIKAL-PY,PUDUCHERRY,609602,9.19843E+11,indira.prakash71@gmail.com,"91/1, Church Street ,,"
Mahin Electricals,"No.24/A, B, Moozar Manzil, Market Street",,KARAIKAL,KARAIKAL-PY,PUDUCHERRY,609602,9.17709E+11,mahinelectricals@gmail.com,"No.24/A, B, Moozar Manzil, Market Street,"
Kyong Hardwares,"N S T Road, Wokha Town,",,WOKHA,WOKHA-NL,NAGALAND,797111,7005622733,wokhakhw@gmail.com,"N S T Road, Wokha Town,,"
R-Lights,"First Floor, NO. 452, Anna Salai,",,PUDUCHERRY,KURUMBAPET-PY,PUDUCHERRY,605009,9.19678E+11,tvrlighting@gmail.com,"First Floor, NO. 452, Anna Salai,,"
R-Lights,"First Floor, NO. 452, Anna Salai,",,PUDUCHERRY,KURUMBAPET-PY,PUDUCHERRY,605009,9.19678E+11,tvrlighting@gmail.com,"First Floor, NO. 452, Anna Salai,,"
Sivasakthi Marketing,"No.58, Subramaniar Koil Street",Kathirkamam,PUDUCHERRY,KURUMBAPET-PY,PUDUCHERRY,605009,9.19443E+11,sivasakthimarketingpondy@gmail.com,"No.58, Subramaniar Koil Street,Kathirkamam"
Chandiran Traders,"395, Anna Salai",,PUDUCHERRY,PUDUCHERRY-PY,PUDUCHERRY,605001,9.19629E+11,chandirantraders@gmail.com,"395, Anna Salai,"
Chandiran Traders,"395, Anna Salai",,PUDUCHERRY,PUDUCHERRY-PY,PUDUCHERRY,605001,9.19629E+11,chandirantraders@gmail.com,"395, Anna Salai,"
Jaya Enterprises,"No.265, Lenin Street, Kosapalayam",,PUDUCHERRY,PUDUCHERRY-PY,PUDUCHERRY,605013,9.19443E+11,jayafesto45@yahoo.com,"No.265, Lenin Street, Kosapalayam,"
Jaya Enterprises,"No.265, Lenin Street, Kosapalayam",,PUDUCHERRY,PUDUCHERRY-PY,PUDUCHERRY,605013,9.19443E+11,jayafesto45@yahoo.com,"No.265, Lenin Street, Kosapalayam,"
Kumar Electricals Services,"313, Mahadma Gandhi Road",,PUDUCHERRY,PUDUCHERRY-PY,PUDUCHERRY,605001,9.19843E+11,kumar.electricals.service@gmail.com,"313, Mahadma Gandhi Road,"
Kumar Electricals Services,"313, Mahadma Gandhi Road",,PUDUCHERRY,PUDUCHERRY-PY,PUDUCHERRY,605001,9.19843E+11,kumar.electricals.service@gmail.com,"313, Mahadma Gandhi Road,"
Prakash Agencies,"155, Kamaraj Salai",Pillaithottam,PUDUCHERRY,PUDUCHERRY-PY,PUDUCHERRY,605013,9.19788E+11,prakashtrubore@gmail.com,"155, Kamaraj Salai,Pillaithottam"
Shri Royal Electricals,"No.299, Anna Salai,",,PUDUCHERRY,PUDUCHERRY-PY,PUDUCHERRY,605001,9.19486E+11,shriroyalele@gmail.com,"No.299, Anna Salai,,"
Shri Royal Electricals,"No.299, Anna Salai,",,PUDUCHERRY,PUDUCHERRY-PY,PUDUCHERRY,605001,9.19486E+11,shriroyalele@gmail.com,"No.299, Anna Salai,,"
Sri Ganesh Electricals,"368, Anna Salai",,PUDUCHERRY,PUDUCHERRY-PY,PUDUCHERRY,605001,9.19443E+11,sriganeshpondy@gmail.com,"368, Anna Salai,"
Sri Ganesh Electricals,"368, Anna Salai",,PUDUCHERRY,PUDUCHERRY-PY,PUDUCHERRY,605001,9.19443E+11,sriganeshpondy@gmail.com,"368, Anna Salai,"
The Pondicherry Co-OpBuilding,"504,  ILango Nagar",Kamaraj Salai,PUDUCHERRY,PUDUCHERRY-PY,PUDUCHERRY,605011,9.19443E+11,pondypcbc@gmail.com,"504,  ILango Nagar,Kamaraj Salai"
The Pondicherry Co-OpBuilding,"504,  ILango Nagar",Kamaraj Salai,PUDUCHERRY,PUDUCHERRY-PY,PUDUCHERRY,605011,9.19443E+11,pondypcbc@gmail.com,"504,  ILango Nagar,Kamaraj Salai"
Velmurugan Electricals,"No.393, Anna Salai",,PUDUCHERRY,PUDUCHERRY-PY,PUDUCHERRY,605001,9.19443E+11,velmuruganelectricals@gmail.com,"No.393, Anna Salai,"
Mayur Electrical Agencies,"136, Vellala Street",Pondicherry,PUDUCHERRY,PUDUCHERRY-PY,PUDUCHERRY,605001,9566958582,Mayurelectricals14874@yahoo.in,"136, Vellala Street,Pondicherry"
Shanmuga Electric Company,"316, Anna Salai",,PUDUCHERRY,PUDUCHERRY-PY,PUDUCHERRY,605001,9443283721,shanmuga.electric@gmail.com,"316, Anna Salai,"
Lekshmi Electricals,"228/657-C, Cape Road",Kottar,KANYAKUMARI,AGASTHEESWARAM-TN,TAMIL NADU,629002,9.19842E+11,suresh.m9500@gmail.com,"228/657-C, Cape Road,Kottar"
Tina Hardwares,"7/4D-4,Main Road, Grond Floor,North Bazar",Anjugramam,KANYAKUMARI,AGASTHEESWARAM-TN,TAMIL NADU,629401,9.19842E+11,tinahardwaresanjai@gmail.com,"7/4D-4,Main Road, Grond Floor,North Bazar,Anjugramam"
Tina Hardwares,"7/4D-4,Main Road, Grond Floor,North Bazar",Anjugramam,KANYAKUMARI,AGASTHEESWARAM-TN,TAMIL NADU,629401,9.19842E+11,tinahardwaresanjai@gmail.com,"7/4D-4,Main Road, Grond Floor,North Bazar,Anjugramam"
T.V. Enterprises,"4/81, Madiyanoor",Avudaiyanur,TIRUNELVELI,ALANGULAM-TN,TAMIL NADU,627808,9.19605E+11,t.v.enterprises2019@gmail.com,"4/81, Madiyanoor,Avudaiyanur"
R R Enterprises,"01,Charch Ke Peeche, Shiv Nagar Colony",,TIKAMGARH,TIKAMGARH-MP,MADHYA PRADESH,472001,9.18872E+11,shobhit311990@gmail.com,"01,Charch Ke Peeche, Shiv Nagar Colony,"
Unnati Lights,"Near Santoshi Mata Mandir Narguda Darwaza,",Tikamgarh,TIKAMGARH,TIKAMGARH-MP,MADHYA PRADESH,472001,9039099058,Mayank27khare@gmail.com,"Near Santoshi Mata Mandir Narguda Darwaza,,Tikamgarh"
Chirag Electro Point,"152,15,Gol Quwater,Tikamgarh,",,TIKAMGARH,TIKAMGARH-MP,MADHYA PRADESH,472001,9425145906,chiragelectropoint@gmail.com,"152,15,Gol Quwater,Tikamgarh,,"
Town Lights,"4, Nethaji Road",,VELLORE,AMBUR-TN,TAMIL NADU,635802,9.1994E+11,townlights8@gmail.com,"4, Nethaji Road,"
Mahendera Electricals And Hard,"135, Bye Pass Road,Opp.Corporation Bank",,VELLORE,AMBUR-TN,TAMIL NADU,635802,9.19043E+11,mahenderpatel02051988@gmail.com,"135, Bye Pass Road,Opp.Corporation Bank,"
E S B Electricals,"13, Karthikeyan Road,Arni to Polur Salai",Arni,TIRUVANNAMALAI,ARANI-TN,TAMIL NADU,632301,9.19941E+11,esbarif@gmail.com,"13, Karthikeyan Road,Arni to Polur Salai,Arni"
Sasi Electricals And Hardwares,"No.214/New No.550,Gandhi Road,",Arni,TIRUVANNAMALAI,ARANI-TN,TAMIL NADU,632301,9.19843E+11,sasielearani@gmail.com,"No.214/New No.550,Gandhi Road,,Arni"
Annai Solar Systems & Fabricat,19/82G Ramalinga Madalayam Street,,SALEM,ARASIRAMANI-TN,TAMIL NADU,636006,9.19966E+11,annaisolar@yahoo.com,
Annai Solar Systems & Fabricat,19/82G Ramalinga Madalayam Street,,SALEM,ARASIRAMANI-TN,TAMIL NADU,636006,9.19966E+11,annaisolar@yahoo.com,
VK Contractors,"23,cholambedu Road, Ambattur",,TIRUVALLUR,AMBATTUR-TN,TAMIL NADU,600053,9444365506,Vk_contractor@yahoo.co.in,"23,cholambedu Road, Ambattur,"
Sri Bhawani Enterprises,"164, Annai Nagar, Korattur",Thiruvallur,TIRUVALLUR,AMBATTUR-TN,TAMIL NADU,600076,9.19382E+11,bgehlot82@gmail.com,"164, Annai Nagar, Korattur,Thiruvallur"
ZILLION PRODUCTS PVT. LTD.,"Golden Colony, 1376, Ground Floor,","7th Street, Mogappair,",TIRUVALLUR,AMBATTUR-TN,TAMIL NADU,600050,9.1994E+11,L.bhatera@zillionproducts.com,"Golden Colony, 1376, Ground Floor,,7th Street, Mogappair,"
Athithan Appliances,"No 250 G N T Road ,Redhills,chennai",,TIRUVALLUR,AMBATTUR-TN,TAMIL NADU,600052,9500005544,Krish.arul@gmail.com,"No 250 G N T Road ,Redhills,chennai,"
Sree Udaiyar Agencies,"288, Bazaar Street, MRH Road, Madhavaram",,TIRUVALLUR,AMBATTUR-TN,TAMIL NADU,600060,9840401888,Sreeudaiyaragencies2017@gmail.com,"288, Bazaar Street, MRH Road, Madhavaram,"
Santhosh Enterprises,"No 5/238, E Type, 3rd Main Road, Sidco Nagar,","Villivakkam, Chennai",TIRUVALLUR,AMBATTUR-TN,TAMIL NADU,600049,9884119257,Gis_sunil@hotmail.com,"No 5/238, E Type, 3rd Main Road, Sidco Nagar,,Villivakkam, Chennai"
Dziner Kitchens,"20, 200 Feet Inner Ring Road, Iyyappan Nagar,","Kolathur, Chennai",TIRUVALLUR,AMBATTUR-TN,TAMIL NADU,600099,9884713583,Dzinerkitchens@gmail.com,"20, 200 Feet Inner Ring Road, Iyyappan Nagar,,Kolathur, Chennai"
Krishna Enterprises,"No.164, Mohanlal, Annai Nagar, Korattur, Chennai",Chennai - 76,TIRUVALLUR,AMBATTUR-TN,TAMIL NADU,600076,9549954740,Ekrishna700@gmail.com,"No.164, Mohanlal, Annai Nagar, Korattur, Chennai,Chennai - 76"
Richards & John Wesley Enginee,"Ground Floor 136/400, 39th Street, Tvs Avenue","Anna Nagar West Extn,thiruvallur",TIRUVALLUR,AMBATTUR-TN,TAMIL NADU,600101,9444123408,Rjwepl@gmail.com,"Ground Floor 136/400, 39th Street, Tvs Avenue,Anna Nagar West Extn,thiruvallur"
Mangaldeep Electrical & Hardwa,"119a, Parimalam Nagar","Kalpalyam,prh Road,vinayagapuram",TIRUVALLUR,AMBATTUR-TN,TAMIL NADU,600099,9080090840,Mangaldeephardwares@gmail.com,"119a, Parimalam Nagar,Kalpalyam,prh Road,vinayagapuram"
Annai Electricals,"35-A1, Kavarai Street",,ARIYALUR,ARIYALUR-TN,TAMIL NADU,621704,9.19842E+11,annaiguna1970@gmail.com,"35-A1, Kavarai Street,"
Vijaya Enterprises,"2/135B, Jayankondam Main Road",Sendurai,ARIYALUR,ARIYALUR-TN,TAMIL NADU,621710,9.19843E+11,sa.arunkumar06@gmail.com,"2/135B, Jayankondam Main Road,Sendurai"
V S Agency,"95, Pavali Road,",Virudhunagar,VIRUDHUNAGAR,ARUPPUKKOTTAI-TN,TAMIL NADU,626001,9443368883,Vsagecy018@gmail.com,"95, Pavali Road,,Virudhunagar"
Sri Ganapathy Agencies,"167 C, AC Main Road, Vazhapady,",,SALEM,ATTUR-TN,TAMIL NADU,636115,9.19443E+11,sriganapathiagencies@gmail.com,"167 C, AC Main Road, Vazhapady,,"
Sri Krishna Enterprises,"660,Murali Mahal, Kamarajanar Road",,SALEM,ATTUR-TN,TAMIL NADU,636102,9176593540,skeattur@gmail.com,"660,Murali Mahal, Kamarajanar Road,"
Shri Vinayaga Hardwares,"13-14, Poonamallee Main Road,","Vasantham Nagar,  Avadi",TIRUVALLUR,AVADI-TN,TAMIL NADU,600054,9.173E+11,ilango.vishwa@gmail.com,"13-14, Poonamallee Main Road,,Vasantham Nagar,  Avadi"
Shri Vinayaga Hardwares,"13-14, Poonamallee Main Road,","Vasantham Nagar,  Avadi",TIRUVALLUR,AVADI-TN,TAMIL NADU,600054,9.173E+11,ilango.vishwa@gmail.com,"13-14, Poonamallee Main Road,,Vasantham Nagar,  Avadi"
Vaayu Energy,"No 43, Station Road, Thirumalairajapuram",Avadi,TIRUVALLUR,AVADI-TN,TAMIL NADU,600054,7904523587,Vaayuenergy@yahoo.com,"No 43, Station Road, Thirumalairajapuram,Avadi"
Shri Thangam Hardware,"No 122,c.t.h Road,avadi",Avadi,TIRUVALLUR,AVADI-TN,TAMIL NADU,600054,9884743217,Shrithangamhardwares@gmail.com,"No 122,c.t.h Road,avadi,Avadi"
City Electricals,"139, Kumaran Road, Town Hall",,COIMBATORE,AVANASHI-TN,TAMIL NADU,641601,9.19842E+11,cityelectricals1982@gmail.com,"139, Kumaran Road, Town Hall,"
City Electricals,"139, Kumaran Road, Town Hall",,COIMBATORE,AVANASHI-TN,TAMIL NADU,641601,9.19842E+11,cityelectricals1982@gmail.com,"139, Kumaran Road, Town Hall,"
Sri Suriyaa Traders,"39B,B.S.S.Road, Uthukuli Road",Palayakadu,COIMBATORE,AVANASHI-TN,TAMIL NADU,641601,9.19842E+11,srisuriyaatraders@gmail.com,"39B,B.S.S.Road, Uthukuli Road,Palayakadu"
Shree Agencies,"5/795, Bhavani Main Road,",Kalingarayan Palayam,ERODE,BHAVANI-TN,TAMIL NADU,638301,9842245097,Manishreeagencies@gmail.com,"5/795, Bhavani Main Road,,Kalingarayan Palayam"
Mullai Pipes And Electricals,"Shop No.1, Municipal Complex,Maduraiveeran Santhu",Bodinayakanur,THENI,BODINAYAKANUR-TN,TAMIL NADU,625513,9.19442E+11,mullaipipesandelectricals@gmail.com,"Shop No.1, Municipal Complex,Maduraiveeran Santhu,Bodinayakanur"
Thangam Electricals,"No.47/A, 1st Floor, G.S.T. Road",,KANCHIPURAM,CHENGALPATTU-TN,TAMIL NADU,603202,9.19841E+11,thangamelectricals16@gmail.com,"No.47/A, 1st Floor, G.S.T. Road,"
Vimal Enterprises,"No.4, G.S.T. Road",Chengalpattu,KANCHIPURAM,CHENGALPATTU-TN,TAMIL NADU,603001,9.19445E+11,vimalagroent@gmail.com,"No.4, G.S.T. Road,Chengalpattu"
Arihant Industrial Corporation,"No. 12, Venkatrayan Lane",,CHENNAI,CHENNAI-TN,TAMIL NADU,600079,9.19841E+11,arihantindcorp@yahoo.com,
Arihant Industrial Corporation,"No. 12, Venkatrayan Lane",,CHENNAI,CHENNAI-TN,TAMIL NADU,600079,9.19841E+11,arihantindcorp@yahoo.com,
AVA Enterprise,"No.68/1,Arcot Road, Alwarthirunagar",,CHENNAI,CHENNAI-TN,TAMIL NADU,600087,9.19962E+11,avaenterprise05@gmail.com,"No.68/1,Arcot Road, Alwarthirunagar,"
AVA Enterprise,"No.68/1,Arcot Road, Alwarthirunagar",,CHENNAI,CHENNAI-TN,TAMIL NADU,600087,9.19962E+11,avaenterprise05@gmail.com,"No.68/1,Arcot Road, Alwarthirunagar,"
Chopra Industrial Corporation,"Old No.140, N/289, Linghi Chetty Street",Parrys,CHENNAI,CHENNAI-TN,TAMIL NADU,600001,9.1984E+11,anil@chopra.net.in,"Old No.140, N/289, Linghi Chetty Street,Parrys"
Chopra Industrial Corporation,"Old No.140, N/289, Linghi Chetty Street",Parrys,CHENNAI,CHENNAI-TN,TAMIL NADU,600001,9.1984E+11,anil@chopra.net.in,"Old No.140, N/289, Linghi Chetty Street,Parrys"
Future Enterprises,"Ground Floor, No.575/330, Rakhi Plaza, Poonamallee High Road",Aminjikarai,CHENNAI,CHENNAI-TN,TAMIL NADU,600029,9.19445E+11,futureenterpriseschn@gmail.com,"Ground Floor, No.575/330, Rakhi Plaza, Poonamallee High Road,Aminjikarai"
Green Field Solar Solution Pvt,"C-49/C9, 2nd Street, Mugappair Industrial Estate",Mugappair West,CHENNAI,CHENNAI-TN,TAMIL NADU,600037,9.19791E+11,avinas@gfsolarindia.com,"C-49/C9, 2nd Street, Mugappair Industrial Estate,M"
Rama Electricals,"Old No. 3/4, New No. 17/8, L. B. Road,","Thiruvanmiyur, (Near Adyar Bus Depot)",CHENNAI,CHENNAI-TN,TAMIL NADU,600041,9.1984E+11,rama_electricals41@yahoo.co.in,"Old No. 3/4, New No. 17/8, L. B. Road,,Thiruvanmiyur, (Near Adyar Bus Depot)"
Rama Electricals,"Old No. 3/4, New No. 17/8, L. B. Road,","Thiruvanmiyur, (Near Adyar Bus Depot)",CHENNAI,CHENNAI-TN,TAMIL NADU,600041,9.1984E+11,rama_electricals41@yahoo.co.in,"Old No. 3/4, New No. 17/8, L. B. Road,,Thiruvanmiyur, (Near Adyar Bus Depot)"
Rahul Cables,"No.8/4A,Theradi Street, Entrance Fr",Govindappa Naicken Street,CHENNAI,CHENNAI-TN,TAMIL NADU,600007,9.19885E+11,bhavesh@rahulcables.in,"No.8/4A,Theradi Street, Entrance Fr,Govindappa Naicken Street"
Rahul Cables,"No.8/4A,Theradi Street, Entrance Fr",Govindappa Naicken Street,CHENNAI,CHENNAI-TN,TAMIL NADU,600007,9.19885E+11,bhavesh@rahulcables.in,"No.8/4A,Theradi Street, Entrance Fr,Govindappa Naicken Street"
