name,address,town,district,city,state,postal code,telephone,email,remarks
Ganesh Agencies,"130/212, Bose Nagar","Rayachoty, YSR District",CUDDAPAH,RAYACHOTI-AP,ANDHRA PRADESH,516269,+919640208809,prasanthroyal49@gmail.com,"130/212, Bose Nagar,Rayachoty, YSR District"
Sri Ganesh Srinivasa Agencies,"46/146, Bus Stand Road,",,CUDDAPAH,RAYACHOTI-AP,ANDHRA PRADESH,516269,919441500009,ganesh_srinivasa@yahoo.co.in,"46/146, Bus Stand Road,,"
Sunitha Agencies,"28/95, Opp Municipal Office,rajampetta Road,","Rayachoty,ysr District,kadappa",CUDDAPAH,RAYACHOTI-AP,ANDHRA PRADESH,516269,9440919276,Sunithaagencies12@gmail.com,"28/95, Opp Municipal Office,rajampetta Road,,Rayachoty,ysr District,kadappa"
Patel Tiles And Sanitary,"18-50/1, Main Road,Near College","Opp.Vinjumuri Buldg., Chodavaram",SRIKAKULAM,RAJAM-AP,ANDHRA PRADESH,531036,919966379924,gebaram9966379924@gmail.com,"18-50/1, Main Road,Near College,Opp.Vinjumuri Buldg., Chodavaram"
Sri Rajeshwar Electrical And S,"Main Road, Sy No 83/39-65, New Building, Near Vinayatemple","Ambedkar Sankshama Sewa Bldg,Chodavaram",SRIKAKULAM,RAJAM-AP,ANDHRA PRADESH,531036,9949182673,gebaram9966379924@gmail.com,"Main Road, Sy No 83/39-65, New Building, Near Vinayatemple,Ambedkar Sankshama Sewa Bldg,Chodavaram"
Bhagwathi Enterprises,"12-4/14, G T Road, Side of Canara Bank",,SRIKAKULAM,SRIKAKULAM-AP,ANDHRA PRADESH,532001,+919160696923,daragaram21@gmail.com,"12-4/14, G T Road, Side of Canara Bank,"
Siri Engineering Co,"Convent Junction, Palakonda Road",,SRIKAKULAM,SRIKAKULAM-AP,ANDHRA PRADESH,532001,919848098686,siriengco@gmail.com,"Convent Junction, Palakonda Road,"
Sri Sai Electronics And Home N,"1/20, Sarubujjili Main Road, Sarubujjili,",Srikakulam,SRIKAKULAM,SRIKAKULAM-AP,ANDHRA PRADESH,532458,9492291109,Ravikumarbp007@gmail.com,"1/20, Sarubujjili Main Road, Sarubujjili,,Srikakulam"
Bhuvan Agencies,"5-229, M G Street",Srikalahasti,CHITTOOR,SRIKALAHASTI-AP,ANDHRA PRADESH,517644,9348737383,kbhuvaneswar7383@gmail.com,"5-229, M G Street,Srikalahasti"
Sri Balaji Hardwares And Elect,"D. No. 16-69-2, Panagal Road,",,CHITTOOR,SRIKALAHASTI-AP,ANDHRA PRADESH,517644,919701732720,sbhe.dschoudharyskht@gmail.com,"D. No. 16-69-2, Panagal Road,,"
Sri Balaji Hardwares And Elect,"D. No. 16-69-2, Panagal Road,",,CHITTOOR,SRIKALAHASTI-AP,ANDHRA PRADESH,517644,919701732720,sbhe.dschoudharyskht@gmail.com,"D. No. 16-69-2, Panagal Road,,"
